,Ex-Showroom_Price,Displacement,Cylinders,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Gears,Seating_Capacity,Type,Boot_Space,Number_of_Airbags
315,12290000,2993,6,78,Diesel,1479,5120,2169,Sedan,4,13.5,8,4,Automatic,515,8
316,13200000,2993,6,78,Diesel,1479,5120,2169,Sedan,4,13.5,8,4,Automatic,515,8
317,13510000,2993,6,78,Diesel,1479,5120,2169,Sedan,4,13.5,8,4,Automatic,515,8
318,13510000,2998,6,78,Petrol,1479,5120,2169,Sedan,4,93.25,8,4,Automatic,515,8
319,16500000,2998,6,46,Hybrid,1481,5219,2142,Sedan,4,93.25,8,4,Automatic,500,8
320,24250000,6592,12,78,Petrol,1481,5219,2142,Sedan,4,93.25,8,4,Automatic,500,8
321,13359500,2995,4,85,Petrol,1740,5052,1968,SUV,5,93.25,8,7,Automatic,605,8
322,13558438,2987,6,90,Diesel,1494,5116,1899,Sedan,4,9,7,5,Automatic,530,8
323,13976653,2996,6,70,Petrol,1494,5246,1899,Sedan,4,5.4,7,5,Automatic,510,8
324,25500000,3982,8,80,Petrol,1411,5027,1899,Coupe,2,5.4,7,4,Automatic,400,8
325,14512054,2987,6,80,Diesel,1679,5003,2158,SUV,4,5.2,6,4,Automatic,580,6
326,14863774,2979,6,80,Diesel,1679,5003,2158,SUV,5,5.2,6,4,Automatic,580,6
327,15383399,2979,6,80,Diesel,1679,5003,2158,SUV,5,5.2,6,4,Automatic,580,6
328,21875136,3982,8,96,Petrol,1938,4763,1855,SUV,5,93.25,9,7,Automatic,480,10
329,15000000,2925,6,100,Diesel,1969,4817,1931,SUV,5,93.25,9,7,Automatic,389,10
330,15600000,2995,8,82,Petrol,1485,5302,1945,Sedan,4,93.25,8,4,Automatic,505,6
331,17229579,4691,8,86,Petrol,1353,4881,1915,Coupe,2,4.6,6,4,Automatic,261,6
332,17900000,2987,6,70,Diesel,1481,5262,1948,Sports,4,5.2,6,4,Automatic,530,6
333,19600000,3456,6,82,Hybrid,1345,4770,1920,Coupe,2,93.25,5,4,Automatic,133,8
334,27308312,5980,12,80,Petrol,1498,5453,1899,Sedan,4,93.25,7,4,Automatic,510,8
335,19890000,4663,8,80,Petrol,1494,5246,1899,Sedan,4,7.81,9,4,Automatic,530,8
336,21263000,3996,8,90,Petrol,1427,5049,1937,Sedan,4,7.1,7,4,Automatic,389,6
337,22613000,3996,8,90,Petrol,1432,5199,1937,Sedan,4,7.1,7,4,Automatic,389,6
338,21747000,3996,8,90,Petrol,1432,5049,1937,Sedan,4,7.1,7,4,Automatic,389,6
339,23290000,4461,4,93,Diesel,1865,5080,1980,SUV,4,18,6,7,Automatic,389,10
340,23491293,4663,8,80,Petrol,1417,5027,1899,Convertible,2,5.4,5,4,Automatic,530,8
341,27245000,5204,10,75,Petrol,1252,4440,2029,Coupe,2,7.8,7,2,Automatic,389,8
342,30000000,3996,8,75,Petrol,1638,5112,2181,SUV,5,93.25,5,5,Automatic,616,8
343,33791059,5998,12,90,Petrol,1401,4807,2226,Coupe,2,5.3,8,4,Automatic,358,6
344,35000000,3855,8,92,Petrol,1320,4569,1910,Convertible,2,6,7,2,Automatic,240,4
345,45941557,5950,12,85,Petrol,1742,5141,1998,SUV,5,96,8,5,Automatic,430,6
346,37542069,3996,12,85,Petrol,1742,5140,1998,SUV,5,93.25,8,5,Automatic,430,6
347,40456503,5198,12,80,Petrol,1250,4385,1865,Coupe,2,6,5,2,Automatic,300,8
348,42531500,4497,8,86,Petrol,1203,4571,1951,Coupe,2,6,7,2,Automatic,230,5
349,46709733,6593,12,83,Petrol,1550,5399,1948,Sedan,4,10.5,8,5,Automatic,490,6
350,53247201,6592,12,83,Petrol,1550,5569,1948,Sedan,4,93.25,8,5,Automatic,490,6
351,50025840,6592,12,83,Petrol,1507,5269,1947,Coupe,2,4.7,8,4,Automatic,470,0
352,52571294,6752,8,90,Petrol,1521,5575,2208,Sedan,4,6.2,8,4,Automatic,443,6
353,69500000,6750,12,52,Petrol,1835,5341,2000,SUV,5,93.25,8,5,Automatic,389,0
354,77312661,6749,12,100,Petrol,1598,5612,1987,Coupe,2,10.2,8,4,Automatic,395,6
355,192142937,7993,16,52,Petrol,1212,4544,2038,Sports,2,93.25,7,2,Automatic,389,6
356,212155397,7993,16,52,Petrol,1212,4544,2038,Sports,2,93.25,7,2,Automatic,389,6
357,263000,216,4,52,Petrol,1652,2752,1312,Hatchback,4,93.25,5,4,Manual,20,0
358,283000,216,4,52,CNG,1652,2752,1312,Hatchback,4,93.25,5,4,Manual,20,0
359,294800,796,3,35,Petrol,1475,3445,1490,Hatchback,5,93.25,5,5,Manual,389,0
360,299900,796,3,35,Petrol,1475,3445,1490,Hatchback,5,93.25,5,5,Manual,389,2
361,352900,796,3,35,Petrol,1475,3445,1490,Hatchback,5,93.25,5,5,Manual,389,0
362,357200,796,3,35,Petrol,1475,3445,1490,Hatchback,5,93.25,5,5,Manual,389,1
363,376100,796,3,35,Petrol,1475,3445,1490,Hatchback,5,93.25,5,5,Manual,389,2
364,405570,796,3,35,CNG + Petrol,1475,3445,1490,Hatchback,5,93.25,5,5,Manual,389,0
365,409190,796,3,35,CNG + Petrol,1475,3445,1490,Hatchback,5,93.25,5,5,Manual,389,1
366,389600,796,3,35,Petrol,1475,3445,1490,Hatchback,5,93.25,5,5,Manual,389,2
367,370500,998,3,27,Petrol,1549,3565,1520,Hatchback,5,93.25,5,5,Manual,389,1
368,376500,998,3,27,Petrol,1549,3565,1520,Hatchback,5,93.25,5,5,Manual,389,2
369,409000,998,3,27,Petrol,1549,3565,1520,Hatchback,5,93.25,5,5,Manual,389,1
370,415000,998,3,27,Petrol,1549,3565,1520,Hatchback,5,93.25,5,5,Manual,389,2
371,432500,998,3,27,Petrol,1549,3565,1520,Hatchback,5,93.25,5,5,Manual,389,1
372,438500,998,3,27,Petrol,1549,3565,1520,Hatchback,5,93.25,5,5,Manual,389,2
373,475500,998,3,27,Petrol,1549,3565,1520,Hatchback,5,93.25,5,5,AMT,389,1
374,456000,998,3,27,Petrol,1549,3565,1520,Hatchback,5,93.25,5,5,Manual,389,2
375,481500,998,3,27,Petrol,1549,3565,1520,Hatchback,5,93.25,5,5,AMT,389,2
376,499000,998,3,27,Petrol,1549,3565,1520,Hatchback,5,93.25,5,5,AMT,389,2
377,426289,998,3,35,Petrol,1560,3600,1600,Hatchback,5,23,5,5,Manual,235,0
378,465138,998,3,35,Petrol,1560,3600,1600,Hatchback,5,23,5,5,Manual,235,0
379,508138,998,3,35,Petrol,1560,3600,1600,Hatchback,5,23,5,5,Automatic,235,0
380,490924,998,3,35,Petrol,1560,3600,1600,Hatchback,5,23,5,5,Manual,235,1
381,531279,998,3,35,Petrol,1560,3600,1600,Hatchback,5,23,5,5,Manual,235,2
382,530000,998,3,35,CNG,1560,3600,1600,Hatchback,5,93.25,5,5,Manual,235,0
383,533924,998,3,35,Petrol,1560,3600,1600,Hatchback,5,23,5,5,Automatic,235,1
384,434659,998,3,35,Petrol,1560,3600,1600,Hatchback,5,23,5,5,Manual,235,2
385,472257,998,3,35,Petrol,1560,3600,1600,Hatchback,5,23,5,5,Manual,235,2
386,515257,998,3,35,Petrol,1560,3600,1600,Hatchback,5,23,5,5,Automatic,235,2
387,543279,998,3,35,Petrol,1560,3600,1600,Hatchback,5,23,5,5,Automatic,235,2
388,551530,1120,3,43,Diesel,1520,3765,1660,Hatchback,5,24,5,5,Manual,256,0
389,568930,1120,3,43,Diesel,1520,3765,1660,Hatchback,5,24,5,5,Manual,256,1
390,460369,1197,4,43,Petrol,1520,3765,1660,Hatchback,5,18.9,5,5,Manual,256,1
391,477511,1197,4,43,Petrol,1520,3765,1660,Hatchback,5,18.9,5,5,Manual,256,1
392,545946,1197,4,43,CNG,1520,3765,1660,Hatchback,5,93.25,5,5,Manual,256,0
393,528804,1197,4,43,CNG,1520,3765,1660,Hatchback,5,93.25,5,5,Manual,256,0
394,488194,1198,3,35,Petrol,1655,3700,1735,Hatchback,5,15.5,5,6,Manual,243,0
395,532184,1198,3,35,Petrol,1655,3700,1735,Hatchback,5,15.5,5,6,Manual,243,2
396,590798,1198,3,35,Diesel,1655,3700,1735,Hatchback,5,22.25,5,6,Manual,243,0
397,619243,1198,3,35,Diesel,1655,3700,1735,Hatchback,5,22.25,5,6,Manual,243,2
398,667273,1198,3,35,Diesel,1655,3700,1735,Hatchback,5,22.25,5,6,Manual,243,2
399,579645,1198,3,35,Petrol,1655,3700,1735,Hatchback,5,15.5,5,6,Manual,243,2
400,631144,1198,3,35,Petrol,1655,3700,1735,Hatchback,5,15.5,5,6,Manual,243,2
401,754548,1198,3,35,Diesel,1655,3700,1735,Hatchback,5,22.25,5,6,Manual,243,2
402,693550,1198,3,35,Petrol,1655,3700,1735,Hatchback,5,15.5,5,6,Manual,243,2
403,787304,1198,3,35,Diesel,1655,3700,1735,Hatchback,5,22.25,5,6,Manual,243,2
404,701045,1198,3,35,Petrol,1655,3700,1735,Hatchback,5,15.5,5,6,Manual,243,2
405,794800,1198,3,35,Diesel,1655,3700,1735,Hatchback,5,22.25,5,6,Manual,243,2
406,573250,1198,3,35,Petrol,1655,3700,1735,Hatchback,5,15.5,5,5,Manual,243,2
407,631146,1198,3,35,Petrol,1655,3700,1735,Hatchback,5,15.5,5,5,Manual,243,2
408,687175,1198,3,35,Petrol,1655,3700,1735,Hatchback,5,15.5,5,5,Manual,243,2
409,660832,1198,3,35,Diesel,1655,3700,1735,Hatchback,5,22.25,5,5,Manual,243,2
410,748128,1198,3,35,Diesel,1655,3700,1735,Hatchback,5,22.25,5,5,Manual,243,2
411,780884,1198,3,35,Diesel,1655,3700,1735,Hatchback,5,22.25,5,5,Manual,243,2
412,550155,1198,3,35,Diesel,1655,3700,1735,Hatchback,5,22.25,5,5,Manual,243,0
413,559741,1198,3,35,Diesel,1655,3700,1735,Hatchback,5,22.25,5,6,Manual,243,0
414,524312,1198,3,35,Petrol,1655,3700,1735,Hatchback,5,15.5,5,5,Manual,243,0
415,542913,1198,3,35,Petrol,1655,3700,1735,Hatchback,5,15.5,5,6,Manual,243,0
416,519000,1197,4,37,Petrol,1530,3840,1735,Hatchback,5,12.6,5,5,Manual,268,2
417,619000,1197,4,37,Petrol,1530,3840,1735,Hatchback,5,93.25,5,5,Manual,268,2
418,666000,1197,4,37,Petrol,1530,3840,1735,Hatchback,5,93.25,5,5,Automatic,268,2
419,678000,1197,4,37,Petrol,1530,3840,1735,Hatchback,5,93.25,5,5,Manual,268,2
420,725000,1197,4,37,Petrol,1530,3840,1735,Hatchback,5,93.25,5,5,Automatic,268,2
421,758000,1197,4,37,Petrol,1530,3840,1735,Hatchback,5,93.25,5,5,Manual,268,2
422,599000,1248,4,37,Diesel,1530,3840,1735,Hatchback,5,93.25,5,5,Manual,268,2
423,698000,1248,4,37,Diesel,1530,3840,1735,Hatchback,5,93.25,5,5,Manual,268,2
424,745000,1248,4,37,Diesel,1530,3840,1735,Hatchback,5,93.25,5,5,Automatic,268,2
425,757000,1248,4,37,Diesel,1530,3840,1735,Hatchback,5,93.25,5,5,Manual,268,2
426,804000,1248,4,37,Diesel,1530,3840,1735,Hatchback,5,93.25,5,5,Automatic,268,2
427,838000,1248,4,37,Diesel,1530,3840,1735,Hatchback,5,93.25,5,5,Manual,268,2
428,802000,1197,4,37,Petrol,1530,3840,1735,Hatchback,5,93.25,5,5,Automatic,268,2
429,884000,1248,4,37,Diesel,1530,3840,1735,Hatchback,5,93.25,5,5,Automatic,268,2
430,529000,1199,3,37,Petrol,1523,3990,1755,Hatchback,5,93.25,5,5,Manual,345,2
431,615000,1199,3,37,Petrol,1523,3990,1755,Hatchback,5,93.25,5,5,Manual,345,2
432,684000,1199,3,37,Petrol,1523,3990,1755,Hatchback,5,93.25,5,5,Manual,345,2
433,744000,1199,3,37,Petrol,1523,3990,1755,Hatchback,5,93.25,5,5,Manual,345,2
434,769000,1199,3,37,Petrol,1523,3990,1755,Hatchback,5,93.25,5,5,Manual,345,2
435,699000,1497,4,37,Diesel,1523,3990,1755,Hatchback,5,93.25,5,5,Manual,345,2
436,775000,1497,4,37,Diesel,1523,3990,1755,Hatchback,5,93.25,5,5,Manual,345,2
437,844000,1497,4,37,Diesel,1523,3990,1755,Hatchback,5,93.25,5,5,Manual,345,2
438,904000,1497,4,37,Diesel,1523,3990,1755,Hatchback,5,93.25,5,5,Manual,345,2
439,929000,1497,4,37,Diesel,1523,3990,1755,Hatchback,5,93.25,5,5,Manual,345,2
440,642478,1994,4,50,Diesel,1885,4440,1789,SUV,5,8.6,5,9,Manual,389,0
441,589678,1994,4,50,Diesel,1885,4440,1789,SUV,5,8.6,5,9,Manual,389,0
442,689761,1994,4,50,Diesel,1885,4440,1789,SUV,5,8.6,5,9,Manual,389,0
443,788177,1994,4,50,Diesel,1885,4440,1789,SUV,5,8.6,5,9,Manual,389,0
444,2650777,1994,4,50,Diesel,1885,4440,1789,SUV,5,8.6,5,9,Manual,389,0
445,628072,1994,4,50,Diesel,1885,4440,1789,SUV,5,8.6,5,9,Manual,389,0
446,900967,1994,4,50,Diesel,1885,4440,1789,SUV,5,8.6,5,7,Manual,389,0
447,1465148,1994,4,50,Diesel,1885,4440,1789,SUV,5,8.6,5,7,Manual,389,0
448,552890,1994,4,50,Diesel,1885,4440,1789,SUV,5,8.6,5,9,Manual,389,0
449,927689,1994,4,50,Diesel,1885,4440,1789,SUV,5,8.6,5,7,Manual,389,0
450,835275,1994,4,50,Diesel,1885,4440,1789,SUV,5,8.6,5,9,Manual,389,0
451,575000,1199,3,35,Petrol,1537,3992,1677,Sedan,4,24.12,5,5,Manual,419,0
452,610000,1199,3,35,Petrol,1537,3992,1677,Sedan,4,24.12,5,5,Manual,419,0
453,650000,1199,3,35,Petrol,1537,3992,1677,Sedan,4,24.12,5,5,Manual,419,2
454,699000,1199,3,35,Petrol,1537,3992,1677,Sedan,4,24.12,5,5,Manual,419,2
455,660000,1199,3,35,Petrol,1537,3992,1677,Sedan,4,24.12,5,5,AMT,419,2
456,749000,1199,3,35,Petrol,1537,3992,1677,Sedan,4,24.12,5,5,AMT,419,2
457,582287,1193,4,44,Petrol,1570,3995,1706,Sedan,4,13.2,5,5,Manual,390,0
458,702946,1248,4,44,Diesel,1570,3995,1706,Sedan,4,19.2,5,5,Manual,390,0
459,653926,1193,4,44,Petrol,1570,3995,1706,Sedan,4,13.2,5,5,Manual,390,0
460,672641,1193,4,44,Petrol,1570,3995,1706,Sedan,4,13.2,5,5,Manual,390,2
461,732475,1193,4,44,Petrol,1570,3995,1706,Sedan,4,13.2,5,5,Manual,390,2
462,767317,1248,4,44,Diesel,1570,3995,1706,Sedan,4,19.2,5,5,Manual,390,0
463,793898,1248,4,44,Diesel,1570,3995,1706,Sedan,5,19.2,5,5,Manual,390,2
464,855362,1248,4,44,Diesel,1570,3995,1706,Sedan,4,19.2,5,5,Manual,390,2
465,836320,1248,4,44,Diesel,1570,3995,1706,Sedan,4,19.2,5,5,AMT,390,0
466,989000,1248,4,44,Diesel,1570,3995,1706,Sedan,4,19.2,5,5,Automatic,390,2
467,788797,1248,4,44,Diesel,1570,3995,1706,Sedan,5,19.2,5,5,Manual,390,2
468,763000,1199,4,35,Petrol,1501,3995,1695,Sedan,4,93.25,5,5,Automatic,420,2
469,705000,1498,4,35,Diesel,1498,3995,1695,Sedan,4,93.25,5,5,Manual,420,2
470,593000,1199,4,35,Petrol,1498,3995,1695,Sedan,4,93.25,5,5,Manual,420,2
471,865000,1498,4,35,Diesel,1501,3995,1695,Sedan,4,93.25,5,5,Automatic,420,2
472,823000,1199,4,35,Petrol,1501,3995,1695,Sedan,4,93.25,5,5,Automatic,420,2
473,925000,1498,4,35,Diesel,1501,3995,1695,Sedan,4,93.25,5,5,Automatic,420,2
474,785000,1498,4,35,Diesel,1501,3995,1695,Sedan,4,93.25,5,5,Manual,420,2
475,893000,1498,4,35,Diesel,1501,3995,1695,Sedan,4,93.25,5,5,Manual,420,2
476,845000,1498,4,35,Diesel,1501,3995,1695,Sedan,4,93.25,5,5,Manual,420,2
477,781000,1199,4,35,Petrol,1501,3995,1695,Sedan,4,93.25,5,5,Manual,420,2
478,733000,1199,4,35,Petrol,1501,3995,1695,Sedan,4,93.25,5,5,Manual,420,2
479,673000,1198,4,35,Petrol,1501,3995,1695,Sedan,4,93.25,5,5,Manual,420,2
480,906000,1498,4,35,Diesel,1501,3995,1695,Sedan,4,93.25,5,5,Manual,420,2
