,Unnamed: 0,Ex-Showroom_Price,Displacement,Cylinders,Fuel_Tank_Capacity,Height,Length,Width,Body_Type,Doors,City_Mileage,Gears,Seating_Capacity,Type,Boot_Space,Number_of_Airbags,CNG,CNG + Petrol,Diesel,Electric,Hybrid,Petrol
173,173,681400.0,1194,3,42,0.5880149812734082,0.6490479317137229,0.7803234501347709,Crossover,5,93.25,5,5,Manual,257,2,0,0,0,0,0,1
174,174,745900.0,1498,3,42,0.5880149812734082,0.6490479317137229,0.7803234501347709,Crossover,5,93.25,5,5,Manual,257,2,0,0,1,0,0,0
175,175,711500.0,1498,4,45,0.5554307116104868,0.6557780695994747,0.7556154537286612,Sedan,4,15.3,5,5,Manual,330,2,0,0,1,0,0,0
176,176,810500.0,1498,4,45,0.5554307116104868,0.6557780695994747,0.7556154537286612,Sedan,4,15.3,5,5,Manual,330,2,0,0,1,0,0,0
177,177,999900.0,1498,4,45,0.5554307116104868,0.6557780695994747,0.7556154537286612,Sedan,4,15.3,7,5,Automatic,330,2,0,0,1,0,0,0
178,178,925500.0,1498,4,45,0.5554307116104868,0.6557780695994747,0.7556154537286612,Sedan,4,15.3,5,5,Manual,330,2,0,0,1,0,0,0
179,179,594000.0,999,3,45,0.5554307116104868,0.6557780695994747,0.7556154537286612,Sedan,4,93.25,5,5,Manual,330,2,0,0,0,0,0,1
180,180,665000.0,999,3,45,0.5554307116104868,0.6557780695994747,0.7556154537286612,Sedan,4,93.25,5,5,Manual,330,2,0,0,0,0,0,1
181,181,799900.0,999,3,45,0.5554307116104868,0.6557780695994747,0.7556154537286612,Sedan,4,93.25,5,5,Manual,330,2,0,0,0,0,0,1
182,182,999900.0,1498,4,45,0.5554307116104868,0.6557780695994747,0.7556154537286612,Sedan,4,15.3,7,5,Automatic,330,2,0,0,1,0,0,0
183,183,598500.0,1194,4,42,0.5711610486891385,0.6557780695994747,0.7654986522911051,Sedan,4,93.25,5,5,Manual,389,2,0,0,0,0,0,1
184,184,697400.0,1194,4,42,0.5711610486891385,0.6557780695994747,0.7654986522911051,Sedan,4,93.25,5,5,Manual,389,2,0,0,0,0,0,1
185,185,663400.0,1194,4,42,0.5711610486891385,0.6557780695994747,0.7654986522911051,Sedan,4,93.25,5,5,Manual,389,2,0,0,0,0,0,1
186,186,699400.0,1498,4,40,0.5711610486891385,0.6557780695994747,0.7654986522911051,Sedan,4,93.25,5,5,Manual,389,2,0,0,1,0,0,0
187,187,737400.0,1498,4,40,0.5711610486891385,0.6557780695994747,0.7654986522911051,Sedan,4,93.25,5,5,Manual,389,2,0,0,1,0,0,0
188,188,777400.0,1498,4,40,0.5711610486891385,0.6557780695994747,0.765947888589398,Sedan,4,93.25,5,5,Manual,389,2,0,0,1,0,0,0
189,189,817400.0,1498,4,40,0.5711610486891385,0.6557780695994747,0.7654986522911051,Sedan,4,93.25,5,5,Manual,389,2,0,0,1,0,0,0
190,190,862400.0,1498,4,40,0.5711610486891385,0.6557780695994747,0.7654986522911051,Sedan,4,93.25,5,5,Manual,389,6,0,0,1,0,0,0
191,191,782400.0,1194,4,42,0.5711610486891385,0.6557780695994747,0.7654986522911051,Sedan,4,93.25,5,5,Manual,389,6,0,0,0,0,0,1
192,192,737400.0,1194,4,42,0.5711610486891385,0.6557780695994747,0.7654986522911051,Sedan,4,93.25,5,5,Manual,389,2,0,0,0,0,0,1
193,193,758314.0,1194,4,42,0.5711610486891385,0.6557780695994747,0.7654986522911051,Sedan,4,93.25,5,5,Manual,389,2,1,0,0,0,0,0
194,194,762400.0,1194,4,42,0.5711610486891385,0.6557780695994747,0.7654986522911051,Sedan,4,93.25,5,5,Manual,389,2,0,0,0,0,0,1
195,195,842400.0,1498,4,40,0.5711610486891385,0.6557780695994747,0.7654986522911051,Sedan,4,93.25,5,5,Manual,389,2,0,0,1,0,0,0
196,196,627100.0,1496,4,45,0.5655430711610487,0.7171700590938936,0.761455525606469,Sedan,4,136.0,5,5,Manual,592,2,0,0,0,0,0,1
197,197,718600.0,1496,4,45,0.5655430711610487,0.7171700590938936,0.761455525606469,Sedan,4,136.0,5,5,Manual,592,2,0,0,0,0,0,1
198,198,734700.0,1364,4,45,0.5655430711610487,0.7171700590938936,0.761455525606469,Sedan,4,20.32,5,5,Manual,592,2,0,0,1,0,0,0
199,199,828600.0,1364,4,45,0.5655430711610487,0.7171700590938936,0.761455525606469,Sedan,4,20.3,5,5,Manual,592,2,0,0,1,0,0,0
200,200,888400.0,1364,4,45,0.5655430711610487,0.7171700590938936,0.761455525606469,Sedan,4,20.32,5,5,Manual,592,2,0,0,1,0,0,0
201,201,778400.0,1496,4,45,0.5655430711610487,0.7171700590938936,0.761455525606469,Sedan,4,136.0,5,5,Manual,592,2,0,0,0,0,0,1
202,202,689600.0,1496,4,45,0.5655430711610487,0.7171700590938936,0.761455525606469,Sedan,4,13.6,5,5,Manual,592,2,0,0,0,0,0,1
203,203,799600.0,1364,4,45,0.5655430711610487,0.7171700590938936,0.761455525606469,Sedan,4,20.3,5,5,Manual,592,2,0,0,1,0,0,0
204,204,913400.0,1364,4,45,0.5655430711610487,0.7171700590938936,0.761455525606469,Sedan,4,20.32,5,5,Manual,592,2,0,0,1,0,0,0
205,205,803400.0,1496,4,45,0.5655430711610487,0.7171700590938936,0.761455525606469,Sedan,4,13.6,5,5,Manual,592,2,0,0,0,0,0,1
206,206,802000.0,1496,4,45,0.5823970037453183,0.6393630991464215,0.7794249775381851,Hatchback,5,15.0,5,5,Manual,251,2,0,0,0,0,0,1
207,207,650000.0,1197,4,45,0.5823970037453183,0.6393630991464215,0.7794249775381851,Hatchback,5,1678.0,5,5,Manual,251,2,0,0,0,0,0,1
208,208,797500.0,1364,4,45,0.5823970037453183,0.6393630991464215,0.7794249775381851,Hatchback,5,18.1,5,5,Manual,251,2,0,0,1,0,0,0
209,209,766000.0,1364,4,45,0.5823970037453183,0.6393630991464215,0.7794249775381851,Hatchback,5,18.1,5,5,Manual,251,2,0,0,1,0,0,0
210,210,668500.0,1197,4,45,0.5823970037453183,0.6393630991464215,0.7794249775381851,Hatchback,5,16.78,5,5,Manual,251,2,0,0,0,0,0,1
211,211,816000.0,1364,4,45,0.5823970037453183,0.6393630991464215,0.7794249775381851,Hatchback,5,18.1,5,5,Manual,251,2,0,0,1,0,0,0
212,212,657628.0,1461,4,50,0.5767790262172284,0.6551214707813526,0.7816711590296496,Hatchback,5,18.0,5,5,Manual,330,0,0,0,1,0,0,0
213,213,685729.0,1461,4,50,0.5767790262172284,0.6551214707813526,0.7816711590296496,Hatchback,5,18.0,5,5,Manual,330,0,0,0,1,0,0,0
214,214,750428.0,1461,4,50,0.5767790262172284,0.6551214707813526,0.7816711590296496,Hatchback,5,18.0,5,5,Manual,330,1,0,0,1,0,0,0
215,215,677618.0,1248,4,45,0.5775280898876405,0.6547931713722915,0.766397124887691,Crossover,5,20.0,5,5,Manual,389,0,0,0,1,0,0,0
216,216,739074.0,1248,4,45,0.5775280898876405,0.6547931713722915,0.766397124887691,Crossover,5,20.0,5,5,Manual,389,0,0,0,1,0,0,0
217,217,977516.0,1368,4,45,0.5775280898876405,0.6547931713722915,0.766397124887691,Crossover,5,17.0,5,5,Manual,389,2,0,0,0,0,0,1
218,218,810211.0,1248,4,45,0.5775280898876405,0.6547931713722915,0.766397124887691,Crossover,5,20.0,5,5,Manual,389,2,0,0,1,0,0,0
219,219,721900.0,1197,4,37,0.5767790262172284,0.6557780695994747,0.7839173405211141,Hatchback,5,93.25,5,5,Manual,339,2,0,0,0,0,0,1
220,220,758200.0,1197,4,37,0.5767790262172284,0.6557780695994747,0.7839173405211141,Hatchback,5,93.25,5,5,Manual,339,2,0,0,0,0,0,1
221,221,829900.0,1197,4,37,0.5767790262172284,0.6557780695994747,0.7839173405211141,Hatchback,5,93.25,5,5,CVT,339,2,0,0,0,0,0,1
222,222,890200.0,1197,4,37,0.5767790262172284,0.6557780695994747,0.7839173405211141,Hatchback,5,93.25,5,5,CVT,339,2,0,0,0,0,0,1
223,223,697900.0,1197,4,37,0.5767790262172284,0.6557780695994747,0.7839173405211141,Hatchback,5,93.25,5,5,Manual,339,2,0,0,0,0,0,1
224,224,796132.0,1248,4,45,0.5775280898876405,0.6547931713722915,0.766397124887691,Crossover,5,11.2,5,5,Manual,280,0,0,0,1,0,0,0
225,225,711801.0,1248,4,45,0.5775280898876405,0.6547931713722915,0.766397124887691,Crossover,5,11.2,5,5,Manual,280,0,0,0,1,0,0,0
226,226,876341.0,1248,4,45,0.5775280898876405,0.6547931713722915,0.766397124887691,Crossover,5,11.2,5,5,Manual,280,2,0,0,1,0,0,0
227,227,745000.0,1199,4,40,0.5782771535580524,0.6492120814182535,0.7610062893081762,Hatchback,5,11.3,5,5,Manual,354,2,0,0,0,0,0,1
228,228,909000.0,1199,4,40,0.5782771535580524,0.6492120814182535,0.7610062893081762,Hatchback,5,11.3,5,5,Automatic,354,2,0,0,0,0,0,1
229,229,789000.0,1199,4,40,0.5782771535580524,0.6492120814182535,0.7610062893081762,Hatchback,5,11.3,5,5,Manual,354,2,0,0,0,0,0,1
230,230,865000.0,1199,4,40,0.5782771535580524,0.6492120814182535,0.7610062893081762,Hatchback,5,11.3,5,5,Automatic,354,2,0,0,0,0,0,1
231,231,816500.0,1498,4,40,0.5782771535580524,0.6492120814182535,0.7610062893081762,Hatchback,5,12.0,6,5,Manual,354,2,0,0,1,0,0,0
232,232,896500.0,1498,4,40,0.5782771535580524,0.6492120814182535,0.7610062893081762,Hatchback,5,12.0,6,5,Manual,354,2,0,0,1,0,0,0
233,233,940500.0,1498,4,40,0.5782771535580524,0.6492120814182535,0.7610062893081762,Hatchback,5,12.0,6,5,Manual,354,2,0,0,1,0,0,0
234,234,928000.0,1199,4,40,0.5782771535580524,0.6492120814182535,0.7610062893081762,Hatchback,5,93.25,5,5,Automatic,354,2,0,0,0,0,0,1
235,235,2680000.0,1956,4,60,0.6205992509363296,0.721930400525279,0.816711590296496,SUV,5,93.25,9,5,Automatic,438,6,0,0,1,0,0,0
236,236,2760000.0,1956,4,60,0.6205992509363296,0.721930400525279,0.816711590296496,SUV,5,93.25,9,5,Automatic,389,6,0,0,1,0,0,0
237,237,2734834.0,2999,4,76,0.6891385767790262,0.7920223243598161,0.8355795148247979,SUV,5,13.8,5,7,Automatic,389,2,0,0,1,0,0,0
238,238,2931534.0,2999,4,76,0.6891385767790262,0.7920223243598161,0.8355795148247979,SUV,5,13.8,5,7,Automatic,389,2,0,0,1,0,0,0
239,239,2770150.0,2157,4,70,0.6910112359550562,0.7961260669730794,0.8805031446540881,SUV,5,93.25,7,5,Automatic,389,2,0,0,1,0,0,0
240,240,3070150.0,2157,4,70,0.0006910112359550562,0.7961260669730794,0.8805031446540881,SUV,5,93.25,7,7,Automatic,389,9,0,0,1,0,0,0
241,241,2814500.0,1968,4,71,0.6262172284644195,0.7363755745239658,0.8261455525606469,SUV,5,93.25,8,5,Automatic,615,6,0,0,1,0,0,0
242,242,3153500.0,1968,4,71,0.6262172284644195,0.7363755745239658,0.8261455525606469,SUV,5,93.25,5,5,Automatic,615,6,0,0,1,0,0,0
243,243,2827001.0,1997,4,57,0.6288389513108614,0.7537754432042022,0.8333333333333334,SUV,5,93.25,7,5,Automatic,522,6,0,0,0,0,0,1
244,244,3067001.0,1597,4,57,0.6288389513108614,0.7537754432042022,0.8333333333333334,SUV,5,93.25,9,7,Automatic,150,6,0,0,1,0,0,0
245,245,3277001.0,1597,4,57,0.6325842696629214,0.7537754432042022,0.8333333333333334,SUV,5,93.25,9,7,Automatic,150,6,0,0,1,0,0,0
246,246,2899599.0,1798,4,66,0.5554307116104868,0.7979317137229153,0.8373764600179695,Sedan,4,11.3,7,5,Automatic,625,8,0,0,0,0,0,1
247,247,3149599.0,1968,4,66,0.5554307116104868,0.7979317137229153,0.8373764600179695,Sedan,4,15.1,6,5,Automatic,625,8,0,0,1,0,0,0
248,248,3021200.0,1968,4,50,0.5303370786516854,0.7314510833880499,0.8068283917340521,Sedan,4,18.0,6,5,Automatic,425,9,0,0,1,0,0,0
249,249,3221200.0,1968,4,50,0.5303370786516854,0.7314510833880499,0.8068283917340521,Sedan,4,18.0,6,5,Automatic,425,9,0,0,1,0,0,0
250,250,2920750.0,1395,4,50,0.5303370786516854,0.7314510833880499,0.8068283917340521,Sedan,4,12.4,7,5,Automatic,425,9,0,0,0,0,0,1
251,251,3120750.0,1395,4,50,0.5303370786516854,0.7314510833880499,0.8068283917340521,Sedan,4,12.4,7,5,Automatic,425,9,0,0,0,0,0,1
252,252,2988311.0,1595,4,50,0.5831460674157304,0.7211096520026264,0.8023360287511231,MPV,5,9.5,7,5,Automatic,488,7,0,0,0,0,0,1
253,253,3089851.0,2143,4,50,0.5831460674157304,0.7211096520026264,0.8023360287511231,MPV,5,11.5,7,5,Automatic,488,7,0,0,1,0,0,0
254,254,3198662.0,1595,4,50,0.5831460674157304,0.7211096520026264,0.8023360287511231,MPV,5,9.5,7,5,Automatic,488,6,0,0,0,0,0,1
255,255,3303282.0,2143,4,50,0.5831460674157304,0.7211096520026264,0.8023360287511231,MPV,5,11.5,7,5,Automatic,488,6,0,0,1,0,0,0
256,256,3599000.0,1991,4,56,0.5363295880149813,0.7600131319763624,0.798292902066487,Sedan,4,11.04,7,5,Automatic,470,6,0,0,0,0,0,1
257,257,3172000.0,2143,4,56,0.5363295880149813,0.7600131319763624,0.798292902066487,Sedan,4,13.9,5,5,Automatic,470,6,0,0,1,0,0,0
258,258,3699000.0,2143,4,56,0.5363295880149813,0.7600131319763624,0.798292902066487,Sedan,4,13.9,5,5,Automatic,470,6,0,0,1,0,0,0
259,259,3299599.0,1968,4,66,0.5554307116104868,0.7979317137229153,0.8373764600179695,SUV,4,15.1,6,5,Automatic,625,8,0,0,1,0,0,0
260,260,3678599.0,1968,4,66,0.5554307116104868,0.7979317137229153,0.8373764600179695,SUV,4,15.1,6,5,Automatic,625,9,0,0,1,0,0,0
261,261,3299599.0,1968,4,66,0.5554307116104868,0.7979317137229153,0.8373764600179695,SUV,4,15.1,6,5,Automatic,625,9,0,0,1,0,0,0
262,262,3407407.0,2000,4,60,0.449438202247191,0.7493434011818779,0.9523809523809523,Coupe,2,8.0,6,2,Manual,389,0,0,0,0,0,0,1
263,263,3677200.0,1968,4,64,0.6022471910112359,0.7202889034799738,0.8225516621743036,SUV,5,12.0,7,5,Manual,460,6,0,0,1,0,0,0
264,264,3992200.0,1968,4,64,0.6022471910112359,0.7202889034799738,0.8225516621743036,SUV,5,12.0,7,5,Automatic,460,6,0,0,1,0,0,0
265,265,4361000.0,1968,4,64,0.6022471910112359,0.7202889034799738,0.8225516621743036,SUV,5,12.0,7,5,Automatic,460,6,0,0,1,0,0,0
266,266,3496750.0,1395,4,64,0.6022471910112359,0.7202889034799738,0.8225516621743036,SUV,5,12.0,7,5,Automatic,460,6,0,0,0,0,0,1
267,267,3600000.0,1496,3,44,0.5337078651685393,0.6536441234405778,0.7758310871518419,Hatchback,5,10.3,6,5,Automatic,278,2,0,0,0,0,0,1
268,268,3830000.0,1998,4,44,0.5299625468164794,0.6319763624425476,0.7758310871518419,Convertible,2,93.25,6,4,Automatic,215,2,0,0,0,0,0,1
269,269,3990000.0,1969,5,52,0.6187265917602996,0.7263624425476034,0.8369272237196765,SUV,5,93.25,8,5,Automatic,389,7,0,0,1,0,0,0
270,270,4390000.0,1969,5,52,0.6187265917602996,0.7263624425476034,0.8369272237196765,SUV,5,93.25,8,5,Automatic,389,7,0,0,1,0,0,0
271,271,3990000.0,1969,5,54,0.6187265917602996,0.7263624425476034,0.8369272237196765,SUV,5,93.25,8,5,Automatic,432,8,0,0,0,0,0,1
272,272,4120000.0,1998,4,52,0.5397003745318352,0.6981286933683519,0.8090745732255166,Hatchback,4,12.3,5,5,Manual,360,2,0,0,0,0,0,1
273,273,4149000.0,1395,4,54,0.5344569288389514,0.7757715036112935,0.8274932614555256,Sedan,4,93.25,7,5,DCT,480,8,0,0,0,0,0,1
274,274,4507000.0,1395,4,54,0.5344569288389514,0.7757715036112935,0.8274932614555256,Sedan,4,93.25,7,5,DCT,480,8,0,0,0,0,0,1
275,275,4350000.0,1998,4,44,0.5295880149812734,0.6359159553512803,0.7758310871518419,Sports Hatchback,3,93.25,8,2,Automatic,455,2,0,0,0,0,0,1
276,276,4498000.0,1997,4,61,0.5303370786516854,0.7700262639527249,0.8310871518418689,Sedan,4,93.25,8,5,Automatic,455,6,0,0,0,0,0,1
277,277,4498000.0,1999,4,56,0.5303370786516854,0.7700262639527249,0.8310871518418689,Sedan,4,93.25,8,4,Automatic,455,6,0,0,1,0,0,0
278,278,4633000.0,1999,4,56,0.5303370786516854,0.7700262639527249,0.8310871518418689,Sedan,4,93.25,8,4,Automatic,455,6,0,0,1,0,0,0
279,279,4633000.0,1997,4,61,0.5303370786516854,0.7700262639527249,0.8310871518418689,Sedan,4,93.25,8,5,Automatic,455,6,0,0,0,0,0,1
280,280,5436329.0,1999,4,74,0.5468164794007491,0.8143466841759684,0.9393530997304582,Sedan,4,5.7,8,5,Automatic,505,6,0,0,0,0,0,1
281,281,6073446.0,1999,4,82,0.545692883895131,0.8621142481943532,0.8530997304582211,Sedan,4,5.7,8,5,Automatic,520,6,0,0,0,0,0,1
282,282,6138811.0,1999,4,83,0.545692883895131,0.8621142481943532,0.8530997304582211,Sedan,4,5.7,8,5,Automatic,520,6,0,0,1,0,0,0
283,283,5506622.0,1999,4,66,0.545692883895131,0.8317465528562049,0.9393530997304582,Sedan,4,5.7,8,5,Automatic,505,6,0,0,1,0,0,0
284,284,4977080.0,1999,4,66,0.545692883895131,0.8317465528562049,0.9393530997304582,Sedan,4,5.7,8,5,Automatic,505,6,0,0,1,0,0,0
285,285,5038000.0,1395,4,50,0.5277153558052434,0.7257058437294813,0.8054806828391734,Convertible,2,19.2,7,4,Automatic,320,7,0,0,0,0,0,1
286,286,5442200.0,1984,4,73,0.5449438202247191,0.8097504924491136,0.8418688230008985,Sedan,4,93.25,7,5,Automatic,560,8,0,0,0,0,0,1
287,287,5942200.0,1984,4,73,0.5449438202247191,0.8097504924491136,0.8418688230008985,Sedan,4,93.25,7,5,Automatic,560,8,0,0,0,0,0,1
288,288,5930000.0,1995,4,67,0.6284644194756555,0.7644451739986868,0.8450134770889488,SUV,5,16.0,8,5,Automatic,550,6,0,0,1,0,0,0
289,289,5880000.0,1998,4,67,0.6284644194756555,0.7644451739986868,0.8450134770889488,SUV,5,16.0,8,5,Automatic,550,6,0,0,0,0,0,1
290,290,5600000.0,1995,4,67,0.6284644194756555,0.7644451739986868,0.8450134770889488,SUV,5,16.0,8,5,Automatic,550,6,0,0,1,0,0,0
291,291,5706000.0,1999,4,70,0.646816479400749,0.7550886408404465,0.9294699011680144,SUV,5,93.25,9,7,Automatic,389,7,0,0,1,0,0,0
292,292,6089000.0,1999,4,70,0.646816479400749,0.7550886408404465,0.9294699011680144,SUV,5,93.25,9,7,Automatic,389,7,0,0,1,0,0,0
293,293,5890000.0,1969,4,52,0.5404494382022472,0.8146749835850295,0.844115004492363,Sedan,4,1144.0,5,5,Automatic,389,6,0,0,1,0,0,0
294,294,7243000.0,2995,6,58,0.5183520599250936,0.7744583059750493,0.8279424977538186,Sedan,4,93.25,7,5,Automatic,389,10,0,0,0,0,0,1
295,295,7330000.0,2993,6,52,0.653558052434457,0.8079448456992777,0.9964061096136568,SUV,5,93.25,8,5,Automatic,650,8,0,0,1,0,0,0
296,296,8290000.0,2993,6,52,0.653558052434457,0.8079448456992777,0.9964061096136568,SUV,5,93.25,8,5,Automatic,650,8,0,0,1,0,0,0
297,297,8290000.0,2998,6,52,0.653558052434457,0.8079448456992777,0.9964061096136568,SUV,5,93.25,8,5,Automatic,650,8,0,0,0,0,0,1
298,298,7462000.0,4951,8,61,0.5209737827715356,0.7852921864740644,0.9344115004492363,Sedan Coupe,3,10.0,6,4,Automatic,389,8,0,0,0,0,0,1
299,299,7882867.0,2987,6,94,0.6749063670411986,0.7925147734734077,0.8728661275831087,SUV,5,12.8,5,5,Automatic,1025,6,0,0,1,0,0,0
300,300,8931819.0,2987,6,94,0.6749063670411986,0.7925147734734077,0.8728661275831087,SUV,5,12.8,5,5,Automatic,1025,6,0,0,1,0,0,0
301,301,11400000.0,6417,8,94,0.6550561797752809,0.7954694681549573,0.8778077268643306,SUV,5,12.8,8,5,Automatic,1025,7,0,0,0,0,0,1
302,302,7515000.0,3604,6,94,0.6749063670411986,0.7925147734734077,0.8728661275831087,SUV,5,93.25,5,5,Automatic,1025,6,0,0,0,0,0,1
303,303,7711338.0,2996,6,80,0.5235955056179775,0.7719960604070912,0.8023360287511231,Convertible,2,4.5,5,4,Manual,540,6,0,0,0,0,0,1
304,304,8180000.0,2979,6,52,0.5280898876404494,0.7322718319107026,0.8328840970350404,Coupe,2,12.6,7,4,Automatic,460,10,0,0,0,0,0,1
305,305,8995000.0,1988,4,54,0.4797752808988764,0.718811556139199,0.8090745732255166,Convertible,2,9.0,5,2,Automatic,389,4,0,0,0,0,0,1
306,306,8595000.0,1988,4,54,0.4797752808988764,0.718811556139199,0.8090745732255166,Coupe,2,9.0,5,2,Automatic,389,4,0,0,0,0,0,1
307,307,8820000.0,2987,6,100,0.6928838951310862,0.8404464871963231,0.8688230008984726,SUV,4,6.5,7,5,Automatic,389,9,0,0,1,0,0,0
308,308,19199181.0,5461,8,80,0.6928838951310862,0.8447143795141169,0.8903863432165319,SUV,4,9.0,7,7,Automatic,540,9,0,0,0,0,0,1
309,309,8776900.0,2996,8,80,0.6928838951310862,0.8447143795141169,0.8903863432165319,SUV,4,9.0,7,7,Automatic,540,9,0,0,0,0,0,1
310,310,8690000.0,2996,8,80,0.6928838951310862,0.8447143795141169,0.8903863432165319,SUV,4,9.0,7,7,Automatic,540,9,0,0,0,0,0,1
311,311,8690000.0,2987,6,100,0.6928838951310862,0.8404464871963231,0.8688230008984726,SUV,4,6.5,7,5,Automatic,389,9,0,0,1,0,0,0
312,312,9630000.0,2982,4,87,0.704119850187266,0.7944845699277742,0.8468104222821204,SUV,5,7.0,5,7,Automatic,389,7,0,0,1,0,0,0
313,313,9900000.0,3456,6,65,0.6367041198501873,0.8207485226526592,0.8513027852650494,SUV,4,18.8,5,5,Automatic,389,10,0,0,0,0,0,1
314,314,11141200.0,2894,8,58,0.5958801498127341,0.7631319763624426,0.8036837376460018,Coupe,2,93.25,7,4,Automatic,465,6,0,0,0,0,0,1
315,315,12290000.0,2993,6,78,0.553932584269663,0.8404464871963231,0.9743935309973046,Sedan,4,13.5,8,4,Automatic,515,8,0,0,1,0,0,0
316,316,13200000.0,2993,6,78,0.553932584269663,0.8404464871963231,0.9743935309973046,Sedan,4,13.5,8,4,Automatic,515,8,0,0,1,0,0,0
317,317,13510000.0,2993,6,78,0.553932584269663,0.8404464871963231,0.9743935309973046,Sedan,4,13.5,8,4,Automatic,515,8,0,0,1,0,0,0
318,318,13510000.0,2998,6,78,0.553932584269663,0.8404464871963231,0.9743935309973046,Sedan,4,93.25,8,4,Automatic,515,8,0,0,0,0,0,1
319,319,16500000.0,2998,6,46,0.5546816479400749,0.8566973079448457,0.9622641509433962,Sedan,4,93.25,8,4,Automatic,500,8,0,0,0,0,1,0
320,320,24250000.0,6592,12,78,0.5546816479400749,0.8566973079448457,0.9622641509433962,Sedan,4,93.25,8,4,Automatic,500,8,0,0,0,0,0,1
321,321,13359500.0,2995,4,85,0.651685393258427,0.8292843072882469,0.8840970350404312,SUV,5,93.25,8,7,Automatic,605,8,0,0,0,0,0,1
322,322,13558438.0,2987,6,90,0.5595505617977528,0.8397898883782009,0.8530997304582211,Sedan,4,9.0,7,5,Automatic,530,8,0,0,1,0,0,0
323,323,13976653.0,2996,6,70,0.5595505617977528,0.86112934996717,0.8530997304582211,Sedan,4,5.4,7,5,Automatic,510,8,0,0,0,0,0,1
324,324,25500000.0,3982,8,80,0.5284644194756555,0.8251805646749836,0.8530997304582211,Coupe,2,5.4,7,4,Automatic,400,8,0,0,0,0,0,1
325,325,14512054.0,2987,6,80,0.6288389513108614,0.8212409717662508,0.9694519317160827,SUV,4,5.2,6,4,Automatic,580,6,0,0,1,0,0,0
326,326,14863774.0,2979,6,80,0.6288389513108614,0.8212409717662508,0.9694519317160827,SUV,5,5.2,6,4,Automatic,580,6,0,0,1,0,0,0
327,327,15383399.0,2979,6,80,0.6288389513108614,0.8212409717662508,0.9694519317160827,SUV,5,5.2,6,4,Automatic,580,6,0,0,1,0,0,0
328,328,21875136.0,3982,8,96,0.7258426966292135,0.7818450426789232,0.8333333333333334,SUV,5,93.25,9,7,Automatic,480,10,0,0,0,0,0,1
329,329,15000000.0,2925,6,100,0.7374531835205993,0.7907091267235719,0.8674752920035939,SUV,5,93.25,9,7,Automatic,389,10,0,0,1,0,0,0
330,330,15600000.0,2995,8,82,0.5561797752808989,0.8703217334208798,0.8737646001796945,Sedan,4,93.25,8,4,Automatic,505,6,0,0,0,0,0,1
331,331,17229579.0,4691,8,86,0.5067415730337078,0.8012147078135259,0.8602875112309074,Coupe,2,4.6,6,4,Automatic,261,6,0,0,0,0,0,1
332,332,17900000.0,2987,6,70,0.5546816479400749,0.8637557452396586,0.8751123090745733,Sports,4,5.2,6,4,Automatic,530,6,0,0,1,0,0,0
333,333,19600000.0,3456,6,82,0.5037453183520599,0.7829940906106369,0.862533692722372,Coupe,2,93.25,5,4,Automatic,133,8,0,0,0,0,1,0
334,334,27308312.0,5980,12,80,0.5610486891385768,0.8951083388049902,0.8530997304582211,Sedan,4,93.25,7,4,Automatic,510,8,0,0,0,0,0,1
335,335,19890000.0,4663,8,80,0.5595505617977528,0.86112934996717,0.8530997304582211,Sedan,4,7.81,9,4,Automatic,530,8,0,0,0,0,0,1
336,336,21263000.0,3996,8,90,0.5344569288389514,0.8287918581746553,0.8701707097933513,Sedan,4,7.1,7,4,Automatic,389,6,0,0,0,0,0,1
337,337,22613000.0,3996,8,90,0.5363295880149813,0.853414313854235,0.8701707097933513,Sedan,4,7.1,7,4,Automatic,389,6,0,0,0,0,0,1
338,338,21747000.0,3996,8,90,0.5363295880149813,0.8287918581746553,0.8701707097933513,Sedan,4,7.1,7,4,Automatic,389,6,0,0,0,0,0,1
339,339,23290000.0,4461,4,93,0.6985018726591761,0.8338804990151018,0.889487870619946,SUV,4,18.0,6,7,Automatic,389,10,0,0,1,0,0,0
340,340,23491293.0,4663,8,80,0.5307116104868914,0.8251805646749836,0.8530997304582211,Convertible,2,5.4,5,4,Automatic,530,8,0,0,0,0,0,1
341,341,27245000.0,5204,10,75,0.4689138576779026,0.7288246881155613,0.9115004492362982,Coupe,2,7.8,7,2,Automatic,389,8,0,0,0,0,0,1
342,342,30000000.0,3996,8,75,0.6134831460674157,0.8391332895600788,0.9797843665768194,SUV,5,93.25,5,5,Automatic,616,8,0,0,0,0,0,1
343,343,33791059.0,5998,12,90,0.5247191011235955,0.7890676296782666,1.0,Coupe,2,5.3,8,4,Automatic,358,6,0,0,0,0,0,1
344,344,35000000.0,3855,8,92,0.4943820224719101,0.75,0.8580413297394429,Convertible,2,6.0,7,2,Automatic,240,4,0,0,0,0,0,1
345,345,45941557.0,5950,12,85,0.652434456928839,0.8438936309914642,0.8975741239892183,SUV,5,96.0,8,5,Automatic,430,6,0,0,0,0,0,1
346,346,37542069.0,3996,12,85,0.652434456928839,0.8437294812869337,0.8975741239892183,SUV,5,93.25,8,5,Automatic,430,6,0,0,0,0,0,1
347,347,40456503.0,5198,12,80,0.4681647940074906,0.7197964543663822,0.8378256963162624,Coupe,2,6.0,5,2,Automatic,300,8,0,0,0,0,0,1
